words,urlDrugName,effectiveness,sideEffects,rating
The benefit to the drug was that yes it did work i was crazy (locked up in mental ward) and then after usage became normal (not crazy) again.However my treatment plan was not good. plan,risperdal,2.0,5.0,1.0
This drug literally changed my life and I wish I had started taking it earlier in life.  So many problems would have been solved for me. I was never happy# cryed often and had no self worth at all.  I was also very anxious and uncomfortable around people and avoided many social situations because of this.  In short I was not enjoying anything at all about life or work!  When I started taking Zoloft (under my doctor' care) it was like a miracle for me.  I went back to school!  I pursued a new career (my old job was nothing other than a hiding place for me) I blossomed!  I honestly do not know if this drug has the same effect on everyone but I recommend trying it. I should be the poster child for Zoloft.  I am still taking it and may be for the rest of my life.  As for people who complain about anti-depressants# there is only one thing to say to them# They obviously have never known the debilitating effects of depression!,zoloft,2.0,1.0,10.0
The treatment benefit of the pharmaceutical drug named Biaxin included assistance with the eradication of the cell wall deficient bacteria named Borrelia Burgdorferi. In combination with the Flagyl# which breaks down the biofilm that the Borrelia bacteria protect themselves from hostile environments including exposure to antibiotics# the Biaxin can kill the bacteria when they emerge from their biofilms which is weakened by Flagyl.,biaxin,1.0,1.0,8.0
reduce elevated pressure in the eyes and relieve hypertension.,lumigan,1.0,1.0,7.0
osteoporosis stabilized in hip and osteopoenia stabilized in back,fosamax,1.0,3.0,8.0
Risperdal reduces worry about visual and auditory hallucinations that remain.  Personality remains intact.  Disturbing thoughts are reduced.,risperdal-consta,1.0,2.0,5.0
completely ended panic attacks#most sweating#most blushing#much discomfort.,paxil-cr,3.0,1.0,9.0
significant reduction of pain due to the flu virus.  this is a typical prescription for the flu# pain killers with lots of fluids.  I was drawn to this tablets because they look appealing# the red capsules are easy to take and the caplets are coated in sugar. Normally I'd take paracetamol# which are dry and hard to swallow# I choose these to be kind to myself !!!  I had no idea they could cause this reaction. they were good pain killers.,motrin,1.0,5.0,1.0
The use of Prednisone before and during my vacation prevented the occurrence of the rash that I used to get due to sun exposure.  One year it did not totally prevent the rash and so the following year we increased the dosage.,prednisone,1.0,3.0,8.0
I completed task# i could focus more while reading or watching a movie# i could clean my room without over thinking it# i completed homework without struggling# motivated about the future# more energy# didn't feel tired during the day like i usually do# I actually felt more smart.,concerta,2.0,4.0,4.0
Depending on how severe the case is the dermatitis clears up in one to two weeks. The overall appearance of my skin improves as well as it improves any hormone or stress related 'spots'. (It is also used as adjunctive therapy to treat acne).,minocycline,2.0,1.0,9.0
Relief of chronic nausea# indigestion# acidic feeling in throat,protonix,3.0,3.0,8.0
effectively manages cravings for nicotine,chantix,2.0,4.0,7.0
no more monthly periods,lybrel,1.0,1.0,7.0
Immediately saw improvement in allergy symptoms# which eased asthma,xyzal,2.0,3.0,10.0
Improved mood and anxiety stability#improved ability to take care of self# drastically reduced social anxiety# ability to put concerns into perspective# ability to calm day to day worries and concerns.,lamictal,2.0,4.0,7.0
It did curb my desire to smoke.  I went from smoking a pack a day after years of smoking to smoking one cigarette a day without using any nicotine substitutes.  However# I never got to the point where I didn't have the one cigarette a day and the side effects were so severe that I had to stop taking the drug.,chantix,1.0,2.0,3.0
Marginally lowered my blood pressure.,diovan,3.0,5.0,1.0
Treatment was for cystic acne. The dermatologist prescribed erythomyicin for treatment. Saw the dermatologist biweekly and the dermatologist would give me a check over. The dermatologist then would ask if I was doing anything different# and then would proceed to give me a new prescription for the erythromycin.,erythromycin,4.0,1.0,3.0
Helped the pain enormously# after many other treatments failed.,mobic,2.0,5.0,1.0
Went from approx. 17 migraine days a month to approx. 4 migraine days a month while taking topamax and erinn.  (Before adding erinn# was down to approx. 8 migraine days a month.)  Topamax seemed to greatly lessen the hypersensitivity of my brain to overreact to triggers such as changes in altitude# barometric pressures# humidity levels# environmental triggers such as smoke# strong smells# loud noises# and food triggers such as dark chocolate.  Before topamax all of these things would cause migraines to start very easily.  After settling in on topamax these things didn't bother me like they used to.,topamax,1.0,1.0,8.0
Thought to have allergies - not the case however FloNase works to clear the sinuses and prevent infections# works wonderfully!!,flonase,2.0,3.0,10.0
The neurontin slightly helped pain but not enough to contine the drug. it was supposed to help muscle spasms but did not.  I would not increase because of the side effects.,neurontin,4.0,2.0,1.0
My hair grew back (prior to treatment it was falling out in clumps) and my depression# weight gain# and exhaustion improved somewhat.,synthroid,4.0,3.0,5.0
There weren't any significant benefits.,citalopram,5.0,1.0,4.0
Not so emotional a week before and during my menstrual cycle. Relieved thoughts of suicide as well as given me more energy through that rough patch of my PMS cycle. Feelings have also calmed down with my loved ones. As I can be more relaxed as my anxiety level feels like it's at it's all time low.,sarafem,2.0,1.0,10.0
|I started taking Premarin after having a complete hysterectomy for ovarian cancer. f
At first# it took about a week to start feeling any effects on the severe hot flashes that I was feeling after being put into instant menopause. But gradually the dug started working and now my hot flashes and mood swings are practically non-existent.|,premarin,2.0,3.0,10.0
Treatment was very effective# effects started to be noticeable after 3 weeks. After 3 months skin had cleared and as additional benefits# hair and skin were much less oily (no longer needed to wash hair daily as it was not so oily any more. Pores shrunk and much less visible.,sotret,2.0,4.0,8.0
none# I was unable to take  the drug to achieve the benefits as I had a reaction.,dilantin,5.0,4.0,2.0
I did not see any significant benefits for treating the histamine reaction- which was due to a bug bite and subsequent allergic response.  Sensations and symptoms included inflammation# redness# swelling to the point of limited mobility (bite was on hand) and itching# which the Xyzal did not effectively treat; however# the xyzal appeared to help with the seasonal allergies related to hay fever.  For the topical condition# diphenhydramine was preferred.,xyzal,1.0,1.0,8.0
